Nombre;Tipo de evento;Fecha inicio evento;Lenguajes del evento;Nombre lugar;Municipio;Pais
Mauri-Apolo Bertso Sariketa Bilbon: afaria eta bertso-saioa;Bertsolarismo;23/03/2018;Euskera;;Bilbao;Espanya
Mayumana: Rumba;Teatro;25/01/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
MDLSX;Teatro;26/10/2018;Espanyol;Pabellon 6;Bilbao;Espanya
Mdou Moctar;Concierto;15/03/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Me queda la mirada, exposicion en homenaje a Blas de otero;Exposicion;05/06/2018;Espanyol;Sala de Exposiciones ondare;Bilbao;Espanya
Media Façade Academy: Andrea Tolosa-Cotore + Juan Dies + Victor Solanas-Diaz;otros;10/10/2018;Espanyol;AZ Azkuna Zentroa;Bilbao;Espanya
Meeting Point (Ertza);Danza;07/07/2018;Espanyol;Lateral del Teatro Arriaga;Bilbao;Espanya
Melange + Purple Vellocet;Concierto;21/07/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
MEM 2018 - Festival Internacional de Arte Experimental de Bilbao;Festivales (Gazteinformazioa);02/11/2018;Espanyol;Pulimentos del Norte;Bilbao;Espanya
Memorias de africa, taller de iniciacion a la narracion oral;Curso-taller;07/02/2018;Euskera / Espanyol;Centro Municipal de Castanyos;Bilbao;Espanya
Memory of South Peking, exposicion fotografica de Yia Yong;Exposicion;01/10/2018;Espanyol;Espacio de los Mundos. Simon Bolivar, 17;Bilbao;Espanya
Mendizabal;Concierto;16/06/2018;Espanyol;Cotton Club;Bilbao;Espanya
Merlin;Actividad infantil;04/02/2018;Espanyol;Sala BBK;Bilbao;Espanya
Mesa redonda. Luis Barrios + Dora Salazar: El libro de artista;Conferencia;26/09/2018;Espanyol;Biblioteca Foral de Bizkaia;Bilbao;Espanya
Mesa redonda: El libro de artista;otros;26/09/2018;Espanyol;Biblioteca Foral de Bizkaia;Bilbao;Espanya
Mesa redonda: La edicion independiente;otros;25/09/2018;Espanyol;Biblioteca Foral de Bizkaia;Bilbao;Espanya
Methexis Trio + Jam Session;Concierto;18/05/2018;Espanyol;ZAWP (Zorrotzaurre Art Work in Progress);Bilbao;Espanya
Metropolis (con musica en directo);Proyeccion audiovisual;31/05/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
MG Banda + Chalwa Band;Concierto;04/10/2018;Euskera;Bilboko Kafe Antzokia;Bilbao;Espanya
Mi madre ha muerto en Roma, exposicion de Iratxe Jaio y Klaas Van Gorkum;Exposicion;09/03/2018;Espanyol;La Taller;Bilbao;Espanya
Mi padre no era un famoso escritor ruso;Teatro;18/10/2018;Espanyol;La Fundicion - (la Fundicion);Bilbao;Espanya
Mi ultimo baile;Teatro;20/01/2018;Espanyol;Pabellon 6;Bilbao;Espanya
Michael Snow. Circuito cerrado;Exposicion;22/03/2018;Espanyol;Museo Guggenheim Bilbao;Bilbao;Espanya
Miguel de Molina al desnudo;Teatro;02/03/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
Miguel Noguera: Ultrashow;Teatro;08/02/2018;Espanyol;Bilborock;Bilbao;Espanya
Miguel Rios Sinfonico (Cancelado);Concierto;01/12/2018;Espanyol;Bilbao Arena;Bilbao;Espanya
Miguel Zugaza y Miriam ocariz: El arte como vocacion;Conferencia;13/12/2018;Espanyol;Biblioteca de Bilbao (Biblioteca Central de Bidebarrieta);Bilbao;Espanya
Mike Farris;Concierto;12/10/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Mikel Urdangarin;Concierto;29/12/2018;Euskera;Bilboko Kafe Antzokia;Bilbao;Espanya
Mikel Urdangarin: Margolaria;Presentacion;23/02/2018;Euskera;Fnac (Bilbao);Bilbao;Espanya
MikroesZena 2018;Teatro;09/10/2018;Espanyol;Bizkaia Aretoa - (Salas Chillida y oteiza);Bilbao;Espanya
Mila Musika Haria 2018;Festivales (Gazteinformazioa);16/11/2018;Espanyol;;Bilbao;Espanya
Minami Deutsch;Concierto;15/05/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Miniprints;Exposicion;16/04/2018;Euskera / Espanyol;Espacio Aerre;Bilbao;Espanya
Miradas a los Derechos Humanos, exposicion con motivo del 70 Aniversario de la Declaracion Universal de los DDHH;Exposicion;16/01/2018;Espanyol;Bizkaia Aretoa;Bilbao;Espanya
Mirat;Teatro;04/07/2018;Espanyol;Parque Donya Casilda;Bilbao;Espanya
Miren Amuriza + oihana Bartra: Feminismoa eta bertsolaritza. Begiratu bat egungo plazetara;Conferencia;24/10/2018;Euskera;Sala de Exposiciones ondare;Bilbao;Espanya
Miren Urbieta + Ainhoa Zubillaga + Ruben Fdez. Aguirre;Concierto;16/04/2018;Frances;Teatro Arriaga;Bilbao;Espanya
Miroslav Vitou? & Emil Viklický;Concierto;11/11/2018;Espanyol;Sala BBK;Bilbao;Espanya
Mirro(s) + D-Due;Danza;05/05/2018;Euskera;La Fundicion;Bilbao;Espanya
Mitologia vasca;Exposicion;10/12/2018;Euskera / Espanyol;Biblioteca Foral de Bizkaia;Bilbao;Espanya
MIXoLUT ** dos kikis, exposicion de Jon Ander Garcia;Exposicion;22/05/2018;Espanyol;Sala Rekalde;Bilbao;Espanya
Mobil;Teatro;07/12/2018;Espanyol;Edificio Papelera. Ribera de Deusto, 17;Bilbao;Espanya
Mobil;Teatro;07/12/2018;Espanyol;Edificio Papelera. Ribera de Deusto, 17;Bilbao;Espanya
Moby Dick;Teatro;11/10/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
Moikave;Concierto;15/06/2018;Espanyol;Cotton Club;Bilbao;Espanya
Moliendo cafe;Danza;22/06/2018;Espanyol;Paseo Abandoibarra;Bilbao;Espanya
Moliendo cafe;Danza;18/05/2018;Espanyol;BoULEVARD;Bilbao;Espanya
Moncho Borrajo: Madre mia, ¡como esta Espanya!;Teatro;12/01/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
Monda Lironda pailazoak: Baietz lortu!;Actividad infantil;20/12/2018;Euskera;Biblioteca de Bilbao (Zurbaranbarri);Bilbao;Espanya
Monda Lironda: Desioak;Actividad infantil;12/12/2018;Euskera;Centro Municipal de Castanyos;Bilbao;Espanya
Monika Nuderen Cartas a un desconocido liburuaren aurkezpena;Presentacion;12/12/2018;Espanyol;Centro Municipal de Ibaiondo (Palacio Yohn - La Bolsa);Bilbao;Espanya
Monologo con Paco Aberronco;Teatro;17/02/2018;Espanyol;Bilborock - (BILBoRoCK);Bilbao;Espanya
Monolokos  (Sol Maguna & Susana Soleto);Teatro;29/07/2018;Espanyol;LUCKIA CASINo BILBAo, Alameda Urquijo, 13  Calle Lutxana s/n  48008 Bilbao;Bilbao;Espanya
Monster Magnet + ¡Pendejo! + Arenna;Concierto;11/05/2018;Espanyol;Santana 27;Bilbao;Espanya
Monster Magnet + Pendejo! + Arenna;Concierto;11/05/2018;Ingles;Santana 27;Bilbao;Espanya
Moonshine Wagon + Jo & Swissknife;Concierto;17/03/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Morau;Concierto;18/10/2018;Euskera;BIRA KULTUR GUNEA (BIBA!);Bilbao;Espanya
Morbus operandi;Teatro;23/10/2018;Euskera;Bilboko Kafe Antzokia;Bilbao;Espanya
Morgan;Concierto;11/10/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Mos Maiorum (la costumbre de los ancestros);Teatro;03/11/2018;Espanyol;La Fundicion;Bilbao;Espanya
Moscow State Ballet: El cascanueces;Danza;22/12/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Mr. Train;Actividad infantil;25/11/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
MTV Music Week;Concierto;29/10/2018;Espanyol;;Bilbao;Espanya
MTV World Stage Bilbao: Muse;Concierto;03/11/2018;Ingles;San Mames;Bilbao;Espanya
Much ado about nothing;Teatro;13/01/2018;Espanyol;La Fundicion;Bilbao;Espanya
Mud Candies + Huts;Concierto;20/08/2018;Espanyol;Euskalgune;Bilbao;Espanya
Mud Candies + Noa Vol Damn & The Hell Drinkers;Concierto;08/06/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Muda, exposicion de Uxue Lopez;Exposicion;29/10/2018;Espanyol;BilbaoArte;Bilbao;Espanya
Muda, exposicion de Uxue Lopez;Exposicion;26/10/2018;Espanyol;BilbaoArte;Bilbao;Espanya
Muerdo;Concierto;12/04/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Muestra de Teatro de Humor de Rekalde 2018;Festivales (Gazteinformazioa);02/03/2018;Espanyol;Centro Municipal de Rekalde;Bilbao;Espanya
Muestra itinerante de artes visuales Ertibil Bizkaia 2018;Exposicion;17/05/2018;Espanyol;Sala Rekalde;Bilbao;Espanya
Muestras Teatrales de Kabia Teatro;Teatro;19/06/2018;Espanyol;Bilborock;Bilbao;Espanya
Muga, exposicion fotografica Jesus Mari Arruabarrena;Exposicion;15/03/2018;Euskera / Espanyol;Biblioteca Foral de Bizkaia;Bilbao;Espanya
Mugalari: Kontzertu akustikoa;Concierto;10/05/2018;Espanyol;BIRA KULTUR GUNEA (BIBA!);Bilbao;Espanya
Mugi mugi;Actividad infantil;30/01/2018;Euskera;Centro Municipal de Begonya;Bilbao;Espanya
Mugi zaitez;Actividad infantil;14/02/2018;Euskera;Centro Municipal de Rekalde;Bilbao;Espanya
Muhannad Nasser Trio;Concierto;30/12/2018;Espanyol;Sala BBK;Bilbao;Espanya
Mujer y pelota vasca;Exposicion;01/06/2018;Espanyol;Euskararen Etxea - Azkue Fundazioa;Bilbao;Espanya
Mujeres compositoras;Concierto;10/12/2018;Espanyol;Conservatorio de Musica Juan Crisostomo de Arriaga;Bilbao;Espanya
Mujeres en la escena vasca. Solo actrices?;Curso-taller;08/02/2018;Espanyol;La Fundicion;Bilbao;Espanya
Mulier;Danza;04/07/2018;Espanyol;Plaza Arriaga;Bilbao;Espanya
Mulieres, mujeres en Augusta Emerita;Exposicion;09/10/2018;Espanyol;Museo de Arqueologia de Bizkaia;Bilbao;Espanya
Mundo obrero (Una historia de la clase trabajadora en Espanya);Teatro;20/12/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
Mundu berri.nol?;Actividad infantil;09/04/2018;Euskera;Centro Municipal de olabeaga;Bilbao;Espanya
Mur;Actividad infantil;19/08/2018;Espanyol;Plaza del Arriaga;Bilbao;Espanya
Murmuros, exposicion de pintura de Maite Marquez;Exposicion;18/06/2018;Espanyol;Centro Municipal de San Ignacio (Ibarrekolanda Merkatua);Bilbao;Espanya
Murmuros, exposicion de pintura de Maite Marquez;Exposicion;01/06/2018;Espanyol;Centro Municipal de Begonya;Bilbao;Espanya
Murmuros, exposicion de pintura de Maite Marquez;Exposicion;02/05/2018;Espanyol;Centro Municipal de San Francisco;Bilbao;Espanya
Murmuros, exposicion de pintura de Maite Marquez;Exposicion;17/05/2018;Espanyol;Centro Municipal de Abando (Barrainkua);Bilbao;Espanya
Murren bidaia;Actividad infantil;02/01/2018;Euskera;Centro Municipal de Rekalde;Bilbao;Espanya
Mursego eta Ibon RG: 100% oion;Concierto;27/10/2018;Euskera;Pabellon 6;Bilbao;Espanya
Musee de la danse: 10000 gestes;Danza;27/04/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
Mushkum;Concierto;17/11/2018;Euskera;ZAWP (Zorrotzaurre Art Work in Progress);Bilbao;Espanya
Music has no limits;Concierto;27/01/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Musica de Bolsillo 2018;Festivales (Gazteinformazioa);13/04/2018;Espanyol;Instituto Bertendona;Bilbao;Espanya
Musica de Bolsillo 2018: Amaia Miranda;Concierto;24/04/2018;Espanyol;Instituto Bertendona;Bilbao;Espanya
Musica de Bolsillo 2018: Four Friends;Concierto;13/04/2018;Euskera;Instituto Bertendona;Bilbao;Espanya
Musica de Bolsillo 2018: Harry Bird;Concierto;17/04/2018;Espanyol;Instituto Bertendona;Bilbao;Espanya
Musica de Bolsillo 2018: Jose Luis Canal Trio;Concierto;20/04/2018;Espanyol;Instituto Bertendona;Bilbao;Espanya
Musica de Bolsillo 2018: Joseba Gotzon;Concierto;27/04/2018;Euskera;Instituto Bertendona;Bilbao;Espanya
Musik / FEM 2018: El papel de la mujer en la industria de la musica;otros;03/10/2018;Espanyol;Bilboko Kafe Antzokia y Bilborock;Bilbao;Espanya
Musik on 2018 - Fin de Semana de las Salas de Musica;Festivales (Gazteinformazioa);15/11/2018;Espanyol;Diferentes salas de Kultura Live;Bilbao;Espanya
Musika sehaskatik;Actividad infantil;25/02/2018;Espanyol;Pabellon 6;Bilbao;Espanya
Musika-Musica 2018;Festivales (Gazteinformazioa);01/03/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Musika-Musica 2018: Auzoz Auzo;Festivales (Gazteinformazioa);13/02/2018;Espanyol;;Bilbao;Espanya
Musikauzo 2018;Festivales (Gazteinformazioa);05/05/2018;Espanyol;;Bilbao;Espanya
Muy Stone;Concierto;30/11/2018;Espanyol;Fnac (Bilbao);Bilbao;Espanya
My Darling Clementine;Concierto;11/01/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
My only Memory;Teatro;18/10/2018;Espanyol;Teatro Campos Eliseos - (la Fundicion);Bilbao;Espanya
Nadadora errante, exposicion de esculturas en vidrio de Paula Ruibal;Exposicion;19/01/2018;Espanyol;Pabellon 6;Bilbao;Espanya
Nando Caneca: WoooW;Teatro;20/12/2018;Espanyol;Centro Municipal de Rekalde;Bilbao;Espanya
Naturalezas sin retorno, exposicion de Cristina Ferrandez;Exposicion;21/06/2018;Espanyol;Galeria Juan Manuel Lumbreras;Bilbao;Espanya
Navidad flamenca: Zambomba de Jerez;Teatro;20/12/2018;Espanyol;Sala BBK;Bilbao;Espanya
NEGRo y Luz y Jardin infinito. A proposito del Bosco;Exposicion;23/05/2018;Espanyol;Museo de Bellas Artes de Bilbao;Bilbao;Espanya
Neila;Concierto;10/03/2018;Espanyol;La Ribera Bilbao;Bilbao;Espanya
Neuman [acustico] + Nuria Graham;Concierto;18/04/2018;Ingles;Museo Maritimo Ria de BIlbao;Bilbao;Espanya
Nevadah + Mamagigi´s;Concierto;29/09/2018;Euskera;Satelite T;Bilbao;Espanya
New York Ska Jazz Ensemble + Soweto;Concierto;03/01/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Ni con tres vidas que tuviera;Teatro;10/06/2018;Espanyol;Haceria Arteak;Bilbao;Espanya
Ni pies ni cabeza;Teatro;16/09/2018;Espanyol;Arabella (Plaza);Bilbao;Espanya
Ni pies ni cabeza;Teatro;21/07/2018;Espanyol;Bilbo Zaharra (plaza);Bilbao;Espanya
Ni pies ni cabeza;Teatro;26/07/2018;Espanyol;Basurtu (Geltoki bidea);Bilbao;Espanya
Ni pies ni cabeza;Teatro;23/06/2018;Espanyol;Penyaskal (La Vaguada);Bilbao;Espanya
Ni pies ni cabeza;Teatro;03/06/2018;Espanyol;Errekalde (plaza);Bilbao;Espanya
Ni pies ni cabeza;Teatro;01/06/2018;Espanyol;Abando (Casilda Iturrizar parkea);Bilbao;Espanya
Ni pies ni cabeza;Teatro;31/05/2018;Espanyol;Santutxu (Karmelo plaza);Bilbao;Espanya
Ni un minuto sin musica 2018;Concierto;16/06/2018;Espanyol;Fnac (Bilbao);Bilbao;Espanya
Night + Day Bilbao: Jamie xx;Concierto;11/07/2018;Espanyol;Museo Guggenheim Bilbao;Bilbao;Espanya
Night + Day Bilbao: Night + Day Cinema;Proyeccion audiovisual;07/07/2018;Espanyol;Bilborock;Bilbao;Espanya
Night + Day Bilbao: The XX;Concierto;10/07/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Nil Moliner;Concierto;04/05/2018;Espanyol;Cotton Club;Bilbao;Espanya
Nine, el musical;Teatro;31/05/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
Ningun hombre, ni amante ni marido;Teatro;01/02/2018;Espanyol;Centro Municipal de Rekalde;Bilbao;Espanya
Ninya Pastori: Bajo tus alas;Concierto;23/11/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Ninyo Indigo;Concierto;22/09/2018;Espanyol;Cotton Club;Bilbao;Espanya
Ninyos Mutantes + Correos + Pol;Concierto;14/04/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Noche Blanca 2018;otros;15/06/2018;Espanyol;;Bilbao;Espanya
Noche Blanca de Bilbao 2018: Sonakay;Concierto;16/06/2018;Euskera;Edificio Ensanche;Bilbao;Espanya
Noches Poeticas;otros;14/03/2018;Espanyol;La Campa de Los Ingleses (San Mames);Bilbao;Espanya
Noites de Fado 2018;Festivales (Gazteinformazioa);25/04/2018;Espanyol;Sala BBK;Bilbao;Espanya
Noites de Fado 2018: Carminho;Concierto;09/05/2018;Espanyol;Sala BBK;Bilbao;Espanya
Noites de Fado 2018: Duarte;Concierto;06/06/2018;Espanyol;Sala BBK;Bilbao;Espanya
Noites de Fado 2018: Fado in Chiado;Concierto;25/04/2018;Espanyol;Sala BBK;Bilbao;Espanya
Noites de Fado 2018: Maria Berasarte & Lisboa String Trio;Concierto;20/06/2018;Espanyol;Sala BBK;Bilbao;Espanya
Noites de Fado 2018: Marta Pereira da Costa;Concierto;23/05/2018;Espanyol;Sala BBK;Bilbao;Espanya
Norma;Teatro;19/05/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
North by Northwest;Proyeccion audiovisual;26/09/2018;Ingles;Sala BBK;Bilbao;Espanya
Nosotras en la Historia;Proyeccion audiovisual;31/10/2018;Espanyol;Archivo Historico de Euskadi;Bilbao;Espanya
Notas para un (re)conocimiento, jornadas de debate y exposicion de la realidad artistica de Bilbao 2018;Jornada;21/05/2018;Espanyol;BilbaoArte;Bilbao;Espanya
November;Proyeccion audiovisual;08/05/2018;Espanyol;Golem Alhondiga;Bilbao;Espanya
oblivion o cisnes que se reflejan como elegantes;Teatro;27/01/2018;Espanyol;La Fundicion;Bilbao;Espanya
ocanya;Teatro;11/10/2018;Espanyol;Pabellon 6;Bilbao;Espanya
ocanya;Teatro;07/10/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
oculta oculta dulce dulce rie, exposicion de Eztizen La Cruz, Borja Gomez y Jorge Gimeno;Exposicion;18/01/2018;Espanyol;Narata (Bilbao Art District);Bilbao;Espanya
oier Etxeberria: Locuela (Cancelado);Concierto;21/06/2018;Espanyol;okela Sormen Lantegia;Bilbao;Espanya
oier Etxeberria: Locuela (Gau irekia);Concierto;15/12/2018;Espanyol;okela Sormen Lantegia;Bilbao;Espanya
oingoan bai!;Teatro;09/02/2018;Euskera;Centro Municipal de Basurto;Bilbao;Espanya
oingoan bai!;Teatro;14/02/2018;Euskera;Biblioteca de Bilbao (Zurbaranbarri);Bilbao;Espanya
olentzeko Jaia en el Kafe Antzoki;Teatro;23/12/2018;Euskera;Bilboko Kafe Antzokia;Bilbao;Espanya
olentzero y Mari Domingi, en Bilbao (Navidad 2018);Actividad infantil;23/12/2018;Euskera;;Bilbao;Espanya
olga de Soto: Incorporar solo acompanyado #1;Danza;25/01/2018;Espanyol;AZ Azkuna Zentroa;Bilbao;Espanya
ongi etorri, lagun!!!;Actividad infantil;13/02/2018;Euskera;Centro Municipal de Begonya;Bilbao;Espanya
open House Bilbao 2018;Festivales (Gazteinformazioa);22/09/2018;Espanyol;Varias localizaciones;Bilbao;Espanya
open Your Ganbara: edicion especial De Navidad;Feria;22/12/2018;Espanyol;Espacio open;Bilbao;Espanya
open Your Sormena;Feria;12/05/2018;Espanyol;Espacio open;Bilbao;Espanya
open Your Sormena 2018-2019 - Mercado de Disenyo, Arte y Creacion;Feria;08/12/2018;Euskera / Espanyol;Espacio open;Bilbao;Espanya
operativi!;Teatro;07/07/2018;Espanyol;Plaza Nueva;Bilbao;Espanya
opus;Teatro;19/05/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
organos vitales afectados: Presentacion y lectura del libro Amuleto, de Jose Blanco;Presentacion;25/05/2018;Espanyol;Pabellon 6;Bilbao;Espanya
oriol Mallart (baritono) + Carmen Santamaria (piano);Concierto;02/03/2018;Espanyol;BilbaoArte;Bilbao;Espanya
ornamento y Delito + Los Paraliticos del Ritmo;Concierto;23/08/2018;Espanyol;Shake! Ibanyez de Bilbao, 2;Bilbao;Espanya
orquesta Behotsik: Guridi Soinuak;Concierto;24/02/2018;Euskera / Espanyol;Parque Casilda Iturrizar;Bilbao;Espanya
orquesta Sinfonica de Bilbao (Charla previa al concierto);Conferencia;08/11/2018;Espanyol;Bilbao orkestra Sinfonikoa;Bilbao;Espanya
orquesta Sinfonica de Euskadi: agata en erupcion;Concierto;28/11/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Caviar aleman;Concierto;07/03/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: El hada y el funeral;Concierto;20/03/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: La alianza anglo-rusa;Concierto;21/02/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Messa di bellezza;Concierto;20/06/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Raices nordicas;Concierto;07/11/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Sordo estallido;Concierto;05/06/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Tutti-frutti de sensaciones;Concierto;02/05/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Variaciones al viento;Concierto;28/09/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Euskadi: Viento del norte;Concierto;07/02/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
orquesta Sinfonica de Musikene y orfeon Donostiarra;Concierto;13/05/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
oskarbi;Concierto;09/03/2018;Euskera;Sala BBK;Bilbao;Espanya
osterabe;Concierto;21/09/2018;Euskera;BIRA KULTUR GUNEA (BIBA!);Bilbao;Espanya
oteiza;Exposicion;24/05/2018;Espanyol;Galeria Michel Mejuto;Bilbao;Espanya
oteizak 110;Danza;18/03/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
outside;Teatro;15/12/2018;Espanyol;La Fundicion;Bilbao;Espanya
owen Campbell;Concierto;25/03/2018;Ingles;Sala BBK;Bilbao;Espanya
p l a n g e r e;Danza;22/06/2018;Espanyol;Entorno Museo Guggenheim;Bilbao;Espanya
Pablo Almaraz & The Underdogs;Concierto;27/09/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Pablo Lopez;Concierto;22/12/2018;Espanyol;Bilbao Arena;Bilbao;Espanya
Pablo Milanes;Concierto;23/06/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Pablo Milanes: Esencia;Concierto;23/06/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Pablo Perea;Concierto;09/11/2018;Espanyol;Cotton Club;Bilbao;Espanya
Pablo Sainz-Villegas: Alma latina;Concierto;11/12/2018;Espanyol;Teatro Campos Eliseos;Bilbao;Espanya
Pablo und Destruktion;Concierto;21/06/2018;Espanyol;Bilboko Kafe Antzokia;Bilbao;Espanya
Pac-man dantz;Actividad infantil;09/06/2018;Euskera;San Adrian (Frontoia);Bilbao;Espanya
Paisajes entropicos, exposicion de Inyaki Marquina;Exposicion;04/05/2018;Espanyol;AZ Azkuna Zentroa;Bilbao;Espanya
Paisajes invisibles, exposicion de Saray Perez Castilla;Exposicion;10/07/2018;Espanyol;Sala Rekalde;Bilbao;Espanya
Paisajes: De la plata al pixel, exposicion fotografica colectiva;Exposicion;29/06/2018;Espanyol;BilbaoArte;Bilbao;Espanya
Pako Aristi + Itziar Gomez;Concierto;26/02/2018;Euskera;Teatro Arriaga;Bilbao;Espanya
Pantomima Full;Teatro;10/11/2018;Espanyol;Palacio Euskalduna;Bilbao;Espanya
Papawanda;Concierto;10/11/2018;Espanyol;Cotton Club;Bilbao;Espanya
Parade;Proyeccion audiovisual;06/09/2018;Frances;BilbaoArte;Bilbao;Espanya
Paradigma;Teatro;25/05/2018;Espanyol;La Fundicion;Bilbao;Espanya
Paradigma;Teatro;28/04/2018;Espanyol;Pabellon 6;Bilbao;Espanya
Paradigma;Teatro;19/08/2018;Espanyol;La Morada (Bailen, 1 - por La Naja);Bilbao;Espanya
Paradigma;Teatro;29/11/2018;Espanyol;Centro Municipal de Rekalde;Bilbao;Espanya
Parapayma, exposicion de Miguel Cordero;Exposicion;19/03/2018;Espanyol;Universidad de Deusto (Campus Bilbao);Bilbao;Espanya
Pasion Vega;Concierto;21/01/2018;Espanyol;Teatro Arriaga;Bilbao;Espanya
Patricia Lazaro;Concierto;11/11/2018;Espanyol;Satelite T;Bilbao;Espanya
Patrimonio oculto. Patrimonio en papel;Exposicion;12/11/2018;Espanyol;Sala de Exposiciones ondare;Bilbao;Espanya
Patsis Rats;Concierto;07/07/2018;Ingles;Bilboko Kafe Antzokia;Bilbao;Espanya
Patxistein Doktorea;Actividad infantil;03/01/2018;Euskera;Teatro Campos Eliseos;Bilbao;Espanya
Pedro Joia;Concierto;14/10/2018;Espanyol;Sala BBK;Bilbao;Espanya
Penadas por la ley;Concierto;22/08/2018;Espanyol;Txomin Barullo;Bilbao;Espanya
